Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
26-08-2021,Men's Apparel,West,Kohl's,Outlet,New Mexico,48,78,16
27-09-2021,Men's Apparel,West,Kohl's,Outlet,New Mexico,40,58,15
26-06-2021,Men's Apparel,West,Kohl's,Outlet,New Mexico,44,41,9
27-05-2021,Men's Apparel,West,Kohl's,Outlet,New Mexico,45,35,8
26-04-2021,Men's Apparel,West,Kohl's,Outlet,New Mexico,46,28,6
26-11-2021,Men's Apparel,West,Kohl's,Outlet,New Mexico,54,71,13
26-01-2021,Men's Athletic Footwear,West,Kohl's,Outlet,Arizona,30,44,15
26-02-2021,Men's Athletic Footwear,West,Kohl's,Outlet,Arizona,36,49,14
27-05-2021,Men's Athletic Footwear,West,Kohl's,Outlet,New Mexico,46,63,14
26-10-2021,Men's Athletic Footwear,West,Kohl's,Outlet,New Mexico,38,69,18
26-11-2021,Men's Athletic Footwear,West,Kohl's,Outlet,New Mexico,44,79,18
25-07-2021,Men's Athletic Footwear,West,Kohl's,Outlet,New Mexico,45,95,21
26-06-2021,Men's Athletic Footwear,West,Kohl's,Outlet,New Mexico,47,88,19
26-08-2021,Men's Athletic Footwear,West,Kohl's,Outlet,New Mexico,44,92,21
25-03-2021,Men's Athletic Footwear,West,Kohl's,Outlet,New Mexico,36,49,14
27-09-2021,Men's Athletic Footwear,West,Kohl's,Outlet,New Mexico,39,73,19
26-04-2021,Men's Athletic Footwear,West,Kohl's,Outlet,New Mexico,43,47,11
25-12-2021,Men's Athletic Footwear,West,Kohl's,Outlet,New Mexico,47,102,22
26-02-2021,Men's Street Footwear,West,Kohl's,Outlet,Arizona,27,47,17
26-01-2021,Men's Street Footwear,West,Kohl's,Outlet,Arizona,27,41,15
26-10-2021,Men's Street Footwear,West,Kohl's,Outlet,New Mexico,35,60,17
26-08-2021,Men's Street Footwear,West,Kohl's,Outlet,New Mexico,40,90,22
26-06-2021,Men's Street Footwear,West,Kohl's,Outlet,New Mexico,37,83,22
25-07-2021,Men's Street Footwear,West,Kohl's,Outlet,New Mexico,41,102,25
25-03-2021,Men's Street Footwear,West,Kohl's,Outlet,New Mexico,30,56,19
27-05-2021,Men's Street Footwear,West,Kohl's,Outlet,New Mexico,43,79,18
26-11-2021,Men's Street Footwear,West,Kohl's,Outlet,New Mexico,47,83,18
27-09-2021,Men's Street Footwear,West,Kohl's,Outlet,New Mexico,37,76,21
26-04-2021,Men's Street Footwear,West,Kohl's,Outlet,New Mexico,41,68,17
25-12-2021,Men's Street Footwear,West,Kohl's,Outlet,New Mexico,44,105,24
26-01-2021,Women's Apparel,West,Kohl's,Outlet,Arizona,36,60,17
22-12-2021,Women's Apparel,West,Kohl's,Outlet,Arizona,43,58,14
26-02-2021,Women's Apparel,West,Kohl's,Outlet,New Mexico,35,49,14
26-06-2021,Women's Apparel,West,Kohl's,Outlet,New Mexico,50,96,19
26-04-2021,Women's Apparel,West,Kohl's,Outlet,New Mexico,56,65,12
27-05-2021,Women's Apparel,West,Kohl's,Outlet,New Mexico,56,74,13
27-09-2021,Women's Apparel,West,Kohl's,Outlet,New Mexico,48,75,16
26-11-2021,Women's Apparel,West,Kohl's,Outlet,New Mexico,56,95,17
25-03-2021,Women's Apparel,West,Kohl's,Outlet,New Mexico,44,58,13
26-10-2021,Women's Apparel,West,Kohl's,Outlet,New Mexico,57,75,13
25-07-2021,Women's Apparel,West,Kohl's,Outlet,New Mexico,49,78,16
26-08-2021,Women's Apparel,West,Kohl's,Outlet,New Mexico,50,77,15
26-01-2021,Women's Athletic Footwear,West,Kohl's,Outlet,Arizona,30,30,10
22-12-2021,Women's Athletic Footwear,West,Kohl's,Outlet,Arizona,32,41,13
26-02-2021,Women's Athletic Footwear,West,Kohl's,Outlet,New Mexico,29,26,9
26-08-2021,Women's Athletic Footwear,West,Kohl's,Outlet,New Mexico,46,70,15
25-03-2021,Women's Athletic Footwear,West,Kohl's,Outlet,New Mexico,37,33,9
26-04-2021,Women's Athletic Footwear,West,Kohl's,Outlet,New Mexico,37,36,10
26-06-2021,Women's Athletic Footwear,West,Kohl's,Outlet,New Mexico,37,47,13
27-09-2021,Women's Athletic Footwear,West,Kohl's,Outlet,New Mexico,37,54,15
26-11-2021,Women's Athletic Footwear,West,Kohl's,Outlet,New Mexico,40,54,14
27-05-2021,Women's Athletic Footwear,West,Kohl's,Outlet,New Mexico,43,47,11
26-10-2021,Women's Athletic Footwear,West,Kohl's,Outlet,New Mexico,35,39,11
25-07-2021,Women's Athletic Footwear,West,Kohl's,Outlet,New Mexico,39,58,15
26-01-2021,Women's Street Footwear,West,Kohl's,Outlet,Arizona,32,50,16
26-02-2021,Women's Street Footwear,West,Kohl's,Outlet,Arizona,35,46,13
22-12-2021,Women's Street Footwear,West,Kohl's,Outlet,Arizona,35,48,14
25-07-2021,Women's Street Footwear,West,Kohl's,Outlet,New Mexico,39,67,17
26-11-2021,Women's Street Footwear,West,Kohl's,Outlet,New Mexico,46,69,15
25-03-2021,Women's Street Footwear,West,Kohl's,Outlet,New Mexico,44,55,12
26-10-2021,Women's Street Footwear,West,Kohl's,Outlet,New Mexico,34,41,12
26-06-2021,Women's Street Footwear,West,Kohl's,Outlet,New Mexico,41,79,19
26-08-2021,Women's Street Footwear,West,Kohl's,Outlet,New Mexico,46,75,16
27-05-2021,Women's Street Footwear,West,Kohl's,Outlet,New Mexico,46,62,14
27-09-2021,Women's Street Footwear,West,Kohl's,Outlet,New Mexico,39,57,15
26-04-2021,Women's Street Footwear,West,Kohl's,Outlet,New Mexico,44,62,14
25-12-2021,Men's Apparel,West,Sports Direct,Outlet,New Mexico,55,70,13
13-01-2021,Men's Apparel,West,Sports Direct,Outlet,New Mexico,35,26,8
13-02-2021,Men's Athletic Footwear,West,Sports Direct,Outlet,New Mexico,27,33,12
13-01-2021,Men's Athletic Footwear,West,Sports Direct,Outlet,New Mexico,27,38,14
13-02-2021,Men's Street Footwear,West,Sports Direct,Outlet,New Mexico,23,35,15
13-01-2021,Men's Street Footwear,West,Sports Direct,Outlet,New Mexico,24,36,15
25-12-2021,Women's Apparel,West,Sports Direct,Outlet,New Mexico,56,97,17
13-01-2021,Women's Apparel,West,Sports Direct,Outlet,New Mexico,28,39,14
25-12-2021,Women's Athletic Footwear,West,Sports Direct,Outlet,New Mexico,45,72,16
13-01-2021,Women's Athletic Footwear,West,Sports Direct,Outlet,New Mexico,28,28,10
13-02-2021,Women's Street Footwear,West,Sports Direct,Outlet,New Mexico,28,34,12
25-12-2021,Women's Street Footwear,West,Sports Direct,Outlet,New Mexico,44,66,15
13-01-2021,Women's Street Footwear,West,Sports Direct,Outlet,New Mexico,32,45,14
03-02-2021,Men's Apparel,West,West Gear,Outlet,California,50,111,22
09-02-2021,Men's Apparel,West,West Gear,Outlet,California,51,116,23
28-01-2021,Men's Apparel,West,West Gear,Outlet,California,43,97,23
15-02-2021,Men's Apparel,West,West Gear,Outlet,California,43,105,25
05-11-2020,Men's Apparel,West,West Gear,Outlet,California,38,66,17
23-12-2020,Men's Apparel,West,West Gear,Outlet,California,51,87,17
16-01-2021,Men's Apparel,West,West Gear,Outlet,California,44,106,24
29-12-2020,Men's Apparel,West,West Gear,Outlet,California,47,74,16
11-11-2020,Men's Apparel,West,West Gear,Outlet,California,42,69,17
04-01-2021,Men's Apparel,West,West Gear,Outlet,California,49,89,18
22-01-2021,Men's Apparel,West,West Gear,Outlet,California,59,155,26
10-01-2021,Men's Apparel,West,West Gear,Outlet,California,44,86,20
23-02-2020,Men's Apparel,West,West Gear,Outlet,Nevada,53,68,13
07-03-2020,Men's Apparel,West,West Gear,Outlet,Nevada,46,55,12
01-03-2020,Men's Apparel,West,West Gear,Outlet,Nevada,48,51,11
13-03-2020,Men's Apparel,West,West Gear,Outlet,Nevada,49,67,14
06-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,37,30,8
11-02-2020,Men's Apparel,West,West Gear,Outlet,Nevada,47,71,15
17-02-2020,Men's Apparel,West,West Gear,Outlet,Nevada,50,76,15
12-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,37,26,7
24-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,47,29,6
18-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,44,26,6
05-02-2020,Men's Apparel,West,West Gear,Outlet,Nevada,47,49,11
30-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,43,28,7
24-04-2021,Men's Apparel,West,West Gear,Outlet,Oregon,36,14,4
25-09-2021,Men's Apparel,West,West Gear,Outlet,Oregon,48,37,8
24-08-2021,Men's Apparel,West,West Gear,Outlet,Oregon,53,72,14
24-02-2021,Men's Apparel,West,West Gear,Outlet,Oregon,32,14,4
25-05-2021,Men's Apparel,West,West Gear,Outlet,Oregon,33,19,6
23-03-2021,Men's Apparel,West,West Gear,Outlet,Oregon,43,13,3
24-10-2021,Men's Apparel,West,West Gear,Outlet,Oregon,40,37,9
24-11-2021,Men's Apparel,West,West Gear,Outlet,Oregon,50,73,15
24-06-2021,Men's Apparel,West,West Gear,Outlet,Oregon,67,94,14
23-07-2021,Men's Apparel,West,West Gear,Outlet,Oregon,68,135,20
23-12-2021,Men's Apparel,West,West Gear,Outlet,Oregon,54,85,16
17-01-2021,Men's Apparel,West,West Gear,Outlet,Oregon,33,22,7
24-01-2021,Men's Apparel,West,West Gear,Outlet,Utah,35,19,5
25-01-2021,Men's Athletic Footwear,West,West Gear,Outlet,California,42,121,29
31-01-2021,Men's Athletic Footwear,West,West Gear,Outlet,California,39,109,28
06-02-2021,Men's Athletic Footwear,West,West Gear,Outlet,California,46,141,31
12-02-2021,Men's Athletic Footwear,West,West Gear,Outlet,California,46,153,33
19-01-2021,Men's Athletic Footwear,West,West Gear,Outlet,California,47,131,28
14-11-2020,Men's Athletic Footwear,West,West Gear,Outlet,California,39,90,23
13-01-2021,Men's Athletic Footwear,West,West Gear,Outlet,California,49,129,26
08-11-2020,Men's Athletic Footwear,West,West Gear,Outlet,California,36,86,24
26-12-2020,Men's Athletic Footwear,West,West Gear,Outlet,California,51,110,22
01-01-2021,Men's Athletic Footwear,West,West Gear,Outlet,California,51,119,23
07-01-2021,Men's Athletic Footwear,West,West Gear,Outlet,California,50,128,26
16-03-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,31,45,15
26-02-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,50,97,19
10-03-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,50,105,21
04-03-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,52,105,20
08-02-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,46,94,20
20-02-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,51,92,18
21-01-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,46,53,12
14-02-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,56,116,21
09-01-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,35,51,15
15-01-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,42,52,12
27-01-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,43,52,12
02-02-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,51,93,18
24-10-2021,Men's Athletic Footwear,West,West Gear,Outlet,Oregon,37,66,18
25-09-2021,Men's Athletic Footwear,West,West Gear,Outlet,Oregon,43,68,16
24-11-2021,Men's Athletic Footwear,West,West Gear,Outlet,Oregon,37,75,20
25-05-2021,Men's Athletic Footwear,West,West Gear,Outlet,Oregon,36,39,11
23-12-2021,Men's Athletic Footwear,West,West Gear,Outlet,Oregon,56,130,23
24-04-2021,Men's Athletic Footwear,West,West Gear,Outlet,Oregon,39,34,9
23-03-2021,Men's Athletic Footwear,West,West Gear,Outlet,Oregon,40,39,10
24-06-2021,Men's Athletic Footwear,West,West Gear,Outlet,Oregon,47,95,20
23-07-2021,Men's Athletic Footwear,West,West Gear,Outlet,Oregon,66,143,22
24-08-2021,Men's Athletic Footwear,West,West Gear,Outlet,Oregon,62,159,26
17-02-2021,Men's Athletic Footwear,West,West Gear,Outlet,Oregon,31,38,12
17-01-2021,Men's Athletic Footwear,West,West Gear,Outlet,Oregon,31,38,12
24-01-2021,Men's Athletic Footwear,West,West Gear,Outlet,Utah,29,36,12
24-02-2021,Men's Athletic Footwear,West,West Gear,Outlet,Utah,29,36,12
30-01-2021,Men's Street Footwear,West,West Gear,Outlet,California,36,104,29
11-02-2021,Men's Street Footwear,West,West Gear,Outlet,California,40,129,32
05-02-2021,Men's Street Footwear,West,West Gear,Outlet,California,39,103,26
24-01-2021,Men's Street Footwear,West,West Gear,Outlet,California,40,115,29
25-12-2020,Men's Street Footwear,West,West Gear,Outlet,California,40,108,27
12-01-2021,Men's Street Footwear,West,West Gear,Outlet,California,41,139,34
13-11-2020,Men's Street Footwear,West,West Gear,Outlet,California,36,98,27
18-01-2021,Men's Street Footwear,West,West Gear,Outlet,California,45,136,30
07-11-2020,Men's Street Footwear,West,West Gear,Outlet,California,28,81,29
06-01-2021,Men's Street Footwear,West,West Gear,Outlet,California,41,140,34
31-12-2020,Men's Street Footwear,West,West Gear,Outlet,California,44,119,27
09-03-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,47,102,22
19-02-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,41,76,19
15-03-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,20,30,15
25-02-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,47,80,17
20-01-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,41,70,17
03-03-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,47,92,20
08-01-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,27,47,17
07-02-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,48,112,23
14-01-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,31,56,18
13-02-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,44,105,24
26-01-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,43,74,17
01-02-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,47,115,25
25-09-2021,Men's Street Footwear,West,West Gear,Outlet,Oregon,34,51,15
24-11-2021,Men's Street Footwear,West,West Gear,Outlet,Oregon,34,65,19
24-08-2021,Men's Street Footwear,West,West Gear,Outlet,Oregon,69,177,26
24-06-2021,Men's Street Footwear,West,West Gear,Outlet,Oregon,43,103,24
24-10-2021,Men's Street Footwear,West,West Gear,Outlet,Oregon,29,35,12
24-04-2021,Men's Street Footwear,West,West Gear,Outlet,Oregon,44,73,17
23-03-2021,Men's Street Footwear,West,West Gear,Outlet,Oregon,28,40,14
17-01-2021,Men's Street Footwear,West,West Gear,Outlet,Oregon,28,34,12
25-05-2021,Men's Street Footwear,West,West Gear,Outlet,Oregon,39,60,16
23-12-2021,Men's Street Footwear,West,West Gear,Outlet,Oregon,51,115,23
23-07-2021,Men's Street Footwear,West,West Gear,Outlet,Oregon,60,179,30
17-02-2021,Men's Street Footwear,West,West Gear,Outlet,Oregon,24,42,18
24-01-2021,Men's Street Footwear,West,West Gear,Outlet,Utah,24,26,11
24-02-2021,Men's Street Footwear,West,West Gear,Outlet,Utah,22,34,15
04-02-2021,Women's Apparel,West,West Gear,Outlet,California,46,103,22
29-01-2021,Women's Apparel,West,West Gear,Outlet,California,51,135,26
10-02-2021,Women's Apparel,West,West Gear,Outlet,California,56,143,26
16-02-2021,Women's Apparel,West,West Gear,Outlet,California,50,128,26
17-01-2021,Women's Apparel,West,West Gear,Outlet,California,56,148,26
30-12-2020,Women's Apparel,West,West Gear,Outlet,California,62,152,25
24-12-2020,Women's Apparel,West,West Gear,Outlet,California,41,100,25
06-11-2020,Women's Apparel,West,West Gear,Outlet,California,36,84,23
12-11-2020,Women's Apparel,West,West Gear,Outlet,California,33,69,21
23-01-2021,Women's Apparel,West,West Gear,Outlet,California,60,152,25
05-01-2021,Women's Apparel,West,West Gear,Outlet,California,58,131,23
11-01-2021,Women's Apparel,West,West Gear,Outlet,California,60,184,31
14-03-2020,Women's Apparel,West,West Gear,Outlet,Nevada,56,95,17
08-03-2020,Women's Apparel,West,West Gear,Outlet,Nevada,51,83,16
24-02-2020,Women's Apparel,West,West Gear,Outlet,Nevada,54,76,14
02-03-2020,Women's Apparel,West,West Gear,Outlet,Nevada,53,64,12
13-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,31,43,14
07-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,36,60,17
19-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,39,48,12
18-02-2020,Women's Apparel,West,West Gear,Outlet,Nevada,55,70,13
25-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,54,66,12
12-02-2020,Women's Apparel,West,West Gear,Outlet,Nevada,61,104,17
06-02-2020,Women's Apparel,West,West Gear,Outlet,Nevada,57,109,19
31-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,54,76,14
25-09-2021,Women's Apparel,West,West Gear,Outlet,Oregon,36,31,9
24-06-2021,Women's Apparel,West,West Gear,Outlet,Oregon,74,171,23
24-04-2021,Women's Apparel,West,West Gear,Outlet,Oregon,49,44,9
23-12-2021,Women's Apparel,West,West Gear,Outlet,Oregon,55,111,20
24-02-2021,Women's Apparel,West,West Gear,Outlet,Oregon,28,27,10
23-03-2021,Women's Apparel,West,West Gear,Outlet,Oregon,40,36,9
23-07-2021,Women's Apparel,West,West Gear,Outlet,Oregon,78,159,20
25-05-2021,Women's Apparel,West,West Gear,Outlet,Oregon,46,80,17
24-10-2021,Women's Apparel,West,West Gear,Outlet,Oregon,41,50,12
24-08-2021,Women's Apparel,West,West Gear,Outlet,Oregon,53,47,9
24-11-2021,Women's Apparel,West,West Gear,Outlet,Oregon,53,87,17
17-01-2021,Women's Apparel,West,West Gear,Outlet,Oregon,34,48,14
24-01-2021,Women's Apparel,West,West Gear,Outlet,Utah,28,37,13
27-01-2021,Women's Athletic Footwear,West,West Gear,Outlet,California,39,96,25
08-02-2021,Women's Athletic Footwear,West,West Gear,Outlet,California,37,78,21
14-02-2021,Women's Athletic Footwear,West,West Gear,Outlet,California,40,108,27
02-02-2021,Women's Athletic Footwear,West,West Gear,Outlet,California,42,94,22
22-12-2020,Women's Athletic Footwear,West,West Gear,Outlet,California,48,98,20
10-11-2020,Women's Athletic Footwear,West,West Gear,Outlet,California,39,74,19
28-12-2020,Women's Athletic Footwear,West,West Gear,Outlet,California,48,90,19
21-01-2021,Women's Athletic Footwear,West,West Gear,Outlet,California,52,133,26
15-01-2021,Women's Athletic Footwear,West,West Gear,Outlet,California,46,114,25
09-01-2021,Women's Athletic Footwear,West,West Gear,Outlet,California,41,92,22
03-01-2021,Women's Athletic Footwear,West,West Gear,Outlet,California,42,96,23
28-02-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,43,51,12
18-03-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,26,25,10
22-02-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,43,53,12
06-03-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,43,57,13
12-03-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,40,66,17
11-01-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,30,26,9
23-01-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,40,36,9
17-01-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,41,38,9
16-02-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,42,64,15
10-02-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,46,64,14
04-02-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,47,68,15
29-01-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,47,49,11
24-04-2021,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,34,24,7
23-03-2021,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,39,29,8
24-08-2021,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,50,64,13
25-05-2021,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,33,31,9
24-10-2021,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,34,39,11
23-12-2021,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,53,87,17
24-02-2021,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,29,19,6
24-11-2021,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,39,58,15
23-07-2021,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,61,104,17
24-06-2021,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,62,111,18
25-09-2021,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,38,24,6
17-01-2021,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,34,27,8
24-01-2021,Women's Athletic Footwear,West,West Gear,Outlet,Utah,30,20,7
01-02-2021,Women's Street Footwear,West,West Gear,Outlet,California,42,88,21
13-02-2021,Women's Street Footwear,West,West Gear,Outlet,California,44,113,26
26-01-2021,Women's Street Footwear,West,West Gear,Outlet,California,39,97,25
07-02-2021,Women's Street Footwear,West,West Gear,Outlet,California,40,99,25
27-12-2020,Women's Street Footwear,West,West Gear,Outlet,California,46,117,25
20-01-2021,Women's Street Footwear,West,West Gear,Outlet,California,51,126,25
14-01-2021,Women's Street Footwear,West,West Gear,Outlet,California,46,121,26
09-11-2020,Women's Street Footwear,West,West Gear,Outlet,California,40,99,25
15-11-2020,Women's Street Footwear,West,West Gear,Outlet,California,47,99,21
02-01-2021,Women's Street Footwear,West,West Gear,Outlet,California,46,104,23
08-01-2021,Women's Street Footwear,West,West Gear,Outlet,California,42,118,28
21-02-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,46,66,14
17-03-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,26,33,13
05-03-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,44,62,14
15-02-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,44,79,18
27-02-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,47,53,11
11-03-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,47,78,17
10-01-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,31,43,14
22-01-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,47,56,12
09-02-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,47,80,17
16-01-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,43,55,13
28-01-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,49,65,13
03-02-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,46,81,18
24-10-2021,Women's Street Footwear,West,West Gear,Outlet,Oregon,37,40,11
23-03-2021,Women's Street Footwear,West,West Gear,Outlet,Oregon,41,46,11
25-05-2021,Women's Street Footwear,West,West Gear,Outlet,Oregon,39,46,12
24-06-2021,Women's Street Footwear,West,West Gear,Outlet,Oregon,53,110,21
24-08-2021,Women's Street Footwear,West,West Gear,Outlet,Oregon,50,108,22
24-04-2021,Women's Street Footwear,West,West Gear,Outlet,Oregon,47,54,11
23-12-2021,Women's Street Footwear,West,West Gear,Outlet,Oregon,48,93,19
24-11-2021,Women's Street Footwear,West,West Gear,Outlet,Oregon,32,49,15
25-09-2021,Women's Street Footwear,West,West Gear,Outlet,Oregon,39,32,8
23-07-2021,Women's Street Footwear,West,West Gear,Outlet,Oregon,66,146,22
17-01-2021,Women's Street Footwear,West,West Gear,Outlet,Oregon,33,42,13
17-02-2021,Women's Street Footwear,West,West Gear,Outlet,Oregon,34,45,13
24-02-2021,Women's Street Footwear,West,West Gear,Outlet,Utah,28,34,12
24-01-2021,Women's Street Footwear,West,West Gear,Outlet,Utah,31,33,11
12-07-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,30,225,8
18-07-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,40,100,3
06-07-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,40,400,10
25-05-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,45,563,13
31-05-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,45,563,13
12-06-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,45,113,3
24-06-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,45,675,15
30-06-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,45,788,18
18-06-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,50,250,5
24-07-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,50,500,10
30-07-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,50,750,15
06-06-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,50,250,5
15-07-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,30,450,15
21-07-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,30,450,15
09-06-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,263,8
28-05-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,438,13
21-06-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,525,15
09-07-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,700,20
03-06-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,400,10
27-07-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1000,25
15-06-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,500,13
27-06-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1200,30
03-07-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,45,1238,28
27-05-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,1663,48
20-07-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1200,30
14-07-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1300,33
08-06-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1500,38
20-06-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1600,40
08-07-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1600,40
02-06-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1680,42
14-06-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,45,1890,42
02-07-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,45,2250,50
26-06-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,45,2475,55
26-07-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,50,2250,45
13-06-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,35,525,15
13-07-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,35,525,15
01-06-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,35,700,20
26-05-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,35,788,23
07-06-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,40,600,15
19-07-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,45,675,15
07-07-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,45,1238,28
25-06-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,50,1625,33
01-07-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,50,1750,35
